F0,F1,F2,F3
6.511728813849859687e-01,3.934353534888995196e-01,3.445513941217458465e-01,1.000000000000000000e+00
6.477195953456104105e-01,1.420687869569307316e-01,4.981581966308670228e-01,1.000000000000000000e+00
5.839272160054628236e-01,3.069204273879663769e-01,5.620575923413493324e-01,1.000000000000000000e+00
5.886763617852893704e-01,2.921266350107412091e-01,3.961760183468515661e-01,1.000000000000000000e+00
5.472423859663578805e-01,4.659364438271346720e-01,4.236082144633417368e-01,1.000000000000000000e+00
7.472661771552348009e-01,3.006562341468643762e-01,3.281210857590573515e-01,1.000000000000000000e+00
8.481334356911462979e-01,4.251242593431476813e-01,4.289010401356881386e-01,1.000000000000000000e+00
7.202893046855275427e-01,4.004083264907037365e-01,3.980307051532552820e-01,1.000000000000000000e+00
6.555055209559923490e-01,4.076660192611460953e-01,5.012660058479248004e-01,1.000000000000000000e+00
6.719942111873178359e-01,3.132036050838227226e-01,3.214523108025311160e-01,1.000000000000000000e+00
6.976600981268376023e-01,3.994379495374623112e-01,4.808447558810651778e-01,1.000000000000000000e+00
7.359252737597499205e-01,4.350404274176312702e-01,4.434153861791048090e-01,1.000000000000000000e+00
7.671366218650337299e-01,3.441416459473726763e-01,4.139028192321537736e-01,1.000000000000000000e+00
6.491667841977053488e-01,3.915962610592036430e-01,4.600616695153378899e-01,1.000000000000000000e+00
7.150142329999059632e-01,1.747998931458339955e-01,4.515834273992714865e-01,1.000000000000000000e+00
5.957533363170945950e-01,3.201360771074772127e-01,4.290417578649108332e-01,1.000000000000000000e+00
7.284010727222888226e-01,2.309951502186286809e-01,5.328088273372830752e-01,1.000000000000000000e+00
6.827193037621492877e-01,3.201862047000559874e-01,3.686237111940100508e-01,1.000000000000000000e+00
7.720020469176580580e-01,3.485309582171042253e-01,5.373535405558657052e-01,1.000000000000000000e+00
5.833947831000371176e-01,3.428258631904094744e-01,4.522916684530273734e-01,1.000000000000000000e+00
7.605443335817625439e-01,3.691896251892480829e-01,4.863882600562431935e-01,1.000000000000000000e+00
7.203219382891808964e-01,6.843592945310601472e-01,4.086057189760205488e-01,1.000000000000000000e+00
6.483492530182629610e-01,2.700008335692644090e-01,4.410868637494014255e-01,1.000000000000000000e+00
7.349019556617379934e-01,3.011524372223950419e-01,3.889127954627473738e-01,1.000000000000000000e+00
7.213016041028667003e-01,4.288035147263159486e-01,4.225835922297410119e-01,1.000000000000000000e+00
6.774469608334191539e-01,1.537728001274581147e-01,3.521411366605897708e-01,1.000000000000000000e+00
8.682127945818226555e-01,4.435229479749548398e-01,3.643366901883552389e-01,1.000000000000000000e+00
7.020158225080296299e-01,3.442325401911148219e-01,5.033687050109103556e-01,1.000000000000000000e+00
7.035670455403481016e-01,2.840408400384743515e-01,3.669194096026592300e-01,1.000000000000000000e+00
7.439951899131731494e-01,4.098678685883789807e-01,6.317125321775084457e-01,1.000000000000000000e+00
8.346436289026875066e-01,3.750679463053268048e-01,3.594787111418590864e-01,1.000000000000000000e+00
6.454810290896345615e-01,2.024387253300908573e-01,5.404408590813211122e-01,1.000000000000000000e+00
7.010397621418688052e-01,4.671506482135648897e-01,6.971165977407002279e-01,1.000000000000000000e+00
6.994907283866482750e-01,3.998569133793118402e-01,4.889789640219989186e-01,1.000000000000000000e+00
7.886971400628438600e-01,3.207187207601766010e-01,4.282665853692224078e-01,1.000000000000000000e+00
6.797838758143985860e-01,4.439695119100283138e-01,5.002974768116054127e-01,1.000000000000000000e+00
6.481281911646734617e-01,4.525501118540084522e-01,2.966877535713896563e-01,1.000000000000000000e+00
6.839026714942960661e-01,5.048398739158648230e-01,3.306486994938027113e-01,1.000000000000000000e+00
7.218028021260092242e-01,3.794822316865368306e-01,5.120526178463229439e-01,1.000000000000000000e+00
7.093712609332775143e-01,4.430674850143621057e-01,4.732641443387928248e-01,1.000000000000000000e+00
6.307491530490049181e-01,2.871057080142145890e-01,4.183758067271421410e-01,1.000000000000000000e+00
6.191831105737631846e-01,1.706418731694785695e-01,4.347194338380034884e-01,1.000000000000000000e+00
7.599305783619864085e-01,3.393607070377538393e-01,3.723048806437805336e-01,1.000000000000000000e+00
6.693342845147643994e-01,3.508576935268692409e-01,4.363830884070447613e-01,1.000000000000000000e+00
7.439304074892150176e-01,4.362651983076685780e-01,5.754517605900022481e-01,1.000000000000000000e+00
7.248635118805055733e-01,3.860700718330861703e-01,5.507624543849048981e-01,1.000000000000000000e+00
6.705023114092092396e-01,2.524453497774389876e-01,5.522240363713777356e-01,1.000000000000000000e+00
8.492662162077283527e-01,3.953994356788566589e-01,4.251725094117469461e-01,1.000000000000000000e+00
6.533670149626273904e-01,3.989385952013900782e-01,4.404574339877393441e-01,1.000000000000000000e+00
7.846937089420860101e-01,3.456666135818479146e-01,3.465684818252025012e-01,1.000000000000000000e+00
6.966232429506928892e-01,5.691209845718140370e-01,4.934314020338127493e-01,1.000000000000000000e+00
6.895505118866172012e-01,2.917976521263951906e-01,4.499676287588740831e-01,1.000000000000000000e+00
6.435433908402075076e-01,3.349255736158840979e-01,5.792378430085083352e-01,1.000000000000000000e+00
7.094830085976259193e-01,4.610898806594055932e-01,4.388439332486213096e-01,1.000000000000000000e+00
7.548491706933639911e-01,2.665351696001158066e-01,3.054414947754064968e-01,1.000000000000000000e+00
7.493782272932021371e-01,2.433321066076545858e-01,4.263992196146929592e-01,1.000000000000000000e+00
6.271629536432694607e-01,4.893603907748207416e-01,5.712640036143974420e-01,1.000000000000000000e+00
6.185639197637543552e-01,2.532420282670193035e-01,4.794081745284186069e-01,1.000000000000000000e+00
6.834921020784914258e-01,3.776370354434933629e-01,3.829717555226959114e-01,1.000000000000000000e+00
6.833891772042961499e-01,3.207634432560260151e-01,4.249985808217057182e-01,1.000000000000000000e+00
6.981860960019679041e-01,2.784780988600613627e-01,3.263762927566853933e-01,1.000000000000000000e+00
7.467556388034124470e-01,3.849597600471860170e-01,5.229740938811947570e-01,1.000000000000000000e+00
7.346863847041625872e-01,3.007835712103558712e-01,4.012685272784388135e-01,1.000000000000000000e+00
7.972899792006554742e-01,4.331511927886317337e-01,4.461079904293536180e-01,1.000000000000000000e+00
7.785708522181346014e-01,3.716132318646637178e-01,3.570784606562271701e-01,1.000000000000000000e+00
6.720546143809164041e-01,3.468883209539880830e-01,3.354105544564393582e-01,1.000000000000000000e+00
6.095654153579566081e-01,4.236544226282153436e-01,4.650215208067575712e-01,1.000000000000000000e+00
6.693256369343735246e-01,3.021669553785423235e-01,4.493136305906560435e-01,1.000000000000000000e+00
7.179862963959272593e-01,3.351105525914869765e-01,5.192748448478966550e-01,1.000000000000000000e+00
7.852021669095227141e-01,2.810800124310685599e-01,4.178874976518847650e-01,1.000000000000000000e+00
7.316530055527878940e-01,3.579436500796090992e-01,3.590033753035093422e-01,1.000000000000000000e+00
7.102843149544236789e-01,1.322345671797366118e-01,5.257140454376896255e-01,1.000000000000000000e+00
7.601805315608304303e-01,4.324161316984098669e-01,3.525747927534206294e-01,1.000000000000000000e+00
6.921873269380289795e-01,3.031001825343689338e-01,3.512211995810241572e-01,1.000000000000000000e+00
8.069419492752387679e-01,3.917572830904231806e-01,3.738007419022385536e-01,1.000000000000000000e+00
7.569513646959148412e-01,4.449168814593678634e-01,3.974604744348787522e-01,1.000000000000000000e+00
6.865576546420453230e-01,4.197069030259718003e-01,6.028818037777717853e-01,1.000000000000000000e+00
7.933438444279025115e-01,3.971357700136869950e-01,3.911516856932258368e-01,1.000000000000000000e+00
7.520630259834717446e-01,2.693449533782468763e-01,3.783798895670969498e-01,1.000000000000000000e+00
7.500167045623664652e-01,4.978439129983179834e-01,5.182569254464133301e-01,1.000000000000000000e+00
7.496859175706241940e-01,1.557330372770980575e-01,4.128813182303625595e-01,1.000000000000000000e+00
7.878549446793613464e-01,3.003157588283625334e-01,4.620478112634110457e-01,1.000000000000000000e+00
7.058493813692231500e-01,2.887593761779885804e-01,3.940002863592053650e-01,1.000000000000000000e+00
8.232092914536487394e-01,2.051388302984015477e-01,5.476661499586710224e-01,1.000000000000000000e+00
6.859761826199786139e-01,3.225949380205084260e-01,3.654283397690981094e-01,1.000000000000000000e+00
7.444424403283543823e-01,2.913834669384509080e-01,5.552430819166678244e-01,1.000000000000000000e+00
8.190120390398109018e-01,1.524382086817411552e-01,5.737464664241447299e-01,1.000000000000000000e+00
7.531719076426212078e-01,4.287971509365012257e-01,4.707017156049720930e-01,1.000000000000000000e+00
6.866848316219545945e-01,2.327557737431305840e-01,4.513248139486104593e-01,1.000000000000000000e+00
7.054588560496518612e-01,3.657251074494908827e-01,6.012000753877922987e-01,1.000000000000000000e+00
6.431227504430688802e-01,4.013448323499958503e-01,3.075455387201043167e-01,1.000000000000000000e+00
5.685049764775369496e-01,3.944206540926138427e-01,3.398248972916158017e-01,1.000000000000000000e+00
6.278971151593583100e-01,1.987361434663268700e-01,4.044046778000087716e-01,1.000000000000000000e+00
7.366142269196381820e-01,3.798823268642306794e-01,2.518336736401129983e-01,1.000000000000000000e+00
8.751892078781327022e-01,4.498846074827276276e-01,4.274296611566540949e-01,1.000000000000000000e+00
7.984281518150470047e-01,4.717690286105890030e-01,2.791468852601675099e-01,1.000000000000000000e+00
7.179132193078761048e-01,5.578176560357658298e-01,2.972023554806509371e-01,1.000000000000000000e+00
7.447229256113980789e-01,3.415132076545283057e-01,4.568197889481075413e-01,1.000000000000000000e+00
7.748776028480053313e-01,3.645025492816131862e-01,4.259859711606374666e-01,1.000000000000000000e+00
7.309015715092183063e-01,2.904840334946791058e-01,3.295532971646705223e-01,1.000000000000000000e+00
7.399133374807440600e-01,3.153804190304680954e-01,4.726994167568351890e-01,1.000000000000000000e+00
6.221865706949757380e-01,4.504020949137048646e-01,4.493033022422593392e-01,1.000000000000000000e+00
7.068026088851685484e-01,3.351171987652542539e-01,5.653623931834841354e-01,1.000000000000000000e+00
6.913485400907783962e-01,4.271147028028401960e-01,5.474428649622296028e-01,1.000000000000000000e+00
7.303295661360944546e-01,3.420450792735439394e-01,4.350350889555156253e-01,1.000000000000000000e+00
7.394687354658767697e-01,4.392606168164424618e-01,4.678044954744910999e-01,1.000000000000000000e+00
6.481320142286166597e-01,2.317698525964274614e-01,5.631428528030030245e-01,1.000000000000000000e+00
6.392322053153419725e-01,3.911088792778814049e-01,3.686110765310540160e-01,1.000000000000000000e+00
6.609777835479440089e-01,3.692053557517561146e-01,5.006703718866976072e-01,1.000000000000000000e+00
5.840794012067107577e-01,3.646534337577507778e-01,3.829154949501029082e-01,1.000000000000000000e+00
6.883333448999819915e-01,3.872264268749157634e-01,6.509450863349194316e-01,1.000000000000000000e+00
7.996785446447962631e-01,3.240093760880587426e-01,4.194389373417081179e-01,1.000000000000000000e+00
6.491453103986354334e-01,3.688209155863587108e-01,4.226546727540602677e-01,1.000000000000000000e+00
7.107269869261110262e-01,2.584442006565221828e-01,5.091270294584508971e-01,1.000000000000000000e+00
6.442067331400290753e-01,3.545617931612977669e-01,4.151246372966008180e-01,1.000000000000000000e+00
7.282191314793864390e-01,1.728529417181101646e-01,4.019630742953942959e-01,1.000000000000000000e+00
7.523686459525668058e-01,2.191557876520165704e-01,4.471634613298390293e-01,1.000000000000000000e+00
7.444793829528142393e-01,4.414180997806356199e-01,5.776266780804619749e-01,1.000000000000000000e+00
5.662283726117419702e-01,3.749285084333002782e-01,4.226315364621838211e-01,1.000000000000000000e+00
8.104836790193092888e-01,2.350369675118357538e-01,5.768850806046441626e-01,1.000000000000000000e+00
7.808906637229344749e-01,3.209675283990638395e-01,4.971424216605732638e-01,1.000000000000000000e+00
7.147845496528053566e-01,3.506911127428746222e-01,5.231209389178667069e-01,1.000000000000000000e+00
5.719120822411875027e-01,4.462014542255851035e-01,3.356002636911175063e-01,1.000000000000000000e+00
7.017759430106266239e-01,4.547293784461168276e-01,4.471128457549986002e-01,1.000000000000000000e+00
8.096865349386499489e-01,4.044475963839909705e-01,3.614991681976880145e-01,1.000000000000000000e+00
8.253529478051959689e-01,3.769218864907678546e-01,4.656866827365954142e-01,1.000000000000000000e+00
7.037799386682026537e-01,2.996846353855855960e-01,2.357186332338880586e-01,1.000000000000000000e+00
6.689105917028850268e-01,2.234509555878702591e-01,4.425964863869119581e-01,1.000000000000000000e+00
7.411243781820446852e-01,3.334330698476541954e-01,5.198847152859276122e-01,1.000000000000000000e+00
6.083909504547909686e-01,2.765652823682177019e-01,4.152269965891519643e-01,1.000000000000000000e+00
8.453931124560659649e-01,5.209935953456280577e-01,4.057983076733286398e-01,1.000000000000000000e+00
7.291620338441026083e-01,3.260044244175202000e-01,3.049576596541379025e-01,1.000000000000000000e+00
6.793241864350798576e-01,3.339426482467485746e-01,4.398106377519598320e-01,1.000000000000000000e+00
7.269234910397723848e-01,4.023255228719154752e-01,4.360177515117535374e-01,1.000000000000000000e+00
7.694960024467958348e-01,5.047322478666009804e-01,3.624411481607803798e-01,1.000000000000000000e+00
7.173892535218275857e-01,4.947538528816723957e-01,4.886041898481531254e-01,1.000000000000000000e+00
7.180877770770369706e-01,2.489042353182379652e-01,4.490503360805920274e-01,1.000000000000000000e+00
6.539288876715136922e-01,1.872742407659131192e-01,4.946676645497627423e-01,1.000000000000000000e+00
7.640639694981663510e-01,4.207369930403329628e-01,5.435417592452151947e-01,1.000000000000000000e+00
7.079822645694922034e-01,3.563543643509898828e-01,4.903975301708997647e-01,1.000000000000000000e+00
7.414959762854456127e-01,3.443013380570155713e-01,3.578693950497294218e-01,1.000000000000000000e+00
7.042627089702927501e-01,4.064753885658458632e-01,4.456093605094534893e-01,1.000000000000000000e+00
6.801223502739413007e-01,1.977212753760401176e-01,4.627080854134541510e-01,1.000000000000000000e+00
5.790758894621415021e-01,2.810786778802192298e-01,4.194321162899500854e-01,1.000000000000000000e+00
7.824827104232116026e-01,4.019885444430006949e-01,5.823371829200879590e-01,1.000000000000000000e+00
7.568926190649420960e-01,4.765101421753041855e-01,4.374802597075560517e-01,1.000000000000000000e+00
7.734321789250078183e-01,3.789113999898465757e-01,6.149127874114341807e-01,1.000000000000000000e+00
7.503076651500063532e-01,4.334759175559624866e-01,4.684302404330051295e-01,1.000000000000000000e+00
6.008294805392552229e-01,5.071722921388579497e-01,6.271046265195021618e-01,1.000000000000000000e+00
6.453348157377425398e-01,2.951323686684257375e-01,5.648266255504592603e-01,1.000000000000000000e+00
7.458252140956893594e-01,3.376298371561375355e-01,5.989447654371387042e-01,1.000000000000000000e+00
5.944095355129991320e-01,4.229678511934890639e-01,4.774717582269045746e-01,1.000000000000000000e+00
7.911374999337873470e-01,3.743818023464530187e-01,4.269002144224920414e-01,1.000000000000000000e+00
7.769130608006247218e-01,5.066057761856632702e-01,5.370129647862935673e-01,1.000000000000000000e+00
8.357862496657345597e-01,5.712237541272602304e-01,3.812968463955824783e-01,1.000000000000000000e+00
7.012076724649621839e-01,4.985270329426856328e-01,4.856137994723258577e-01,1.000000000000000000e+00
7.871007490100855319e-01,2.338435866580411693e-01,4.122619051334355245e-01,1.000000000000000000e+00
7.669972305137425783e-01,4.610985566939709845e-01,4.028616851337115667e-01,1.000000000000000000e+00
7.488375351555431880e-01,2.386720004734346479e-01,4.086083041846631514e-01,1.000000000000000000e+00
8.187103152275675422e-01,2.495691771412559823e-01,5.207067688344574341e-01,1.000000000000000000e+00
6.578658591838066894e-01,2.256486888740387720e-01,2.624065374886788149e-01,1.000000000000000000e+00
6.285220123891411825e-01,3.637843197346553592e-01,4.161235176428513260e-01,1.000000000000000000e+00
8.183503546732532330e-01,3.528514758203001866e-01,5.021000838422130519e-01,1.000000000000000000e+00
7.721776479674311577e-01,3.910588351868947155e-01,4.203843240504587797e-01,1.000000000000000000e+00
7.536759484058591640e-01,3.750625120366144483e-01,4.134233660372918506e-01,1.000000000000000000e+00
7.379452690783699920e-01,4.245733749848538130e-01,3.812812393661848542e-01,1.000000000000000000e+00
6.347479491133376506e-01,4.024787743327233325e-01,3.210248367512270606e-01,1.000000000000000000e+00
7.942376468822635038e-01,2.929394690323668948e-01,1.438239539700449932e-01,1.000000000000000000e+00
7.496206594105208065e-01,2.137192286871594515e-01,3.381019863423255778e-01,1.000000000000000000e+00
5.728901953156686488e-01,3.732835475084654853e-01,3.936883429079977015e-01,1.000000000000000000e+00
8.485620249060539244e-01,3.988913259640505249e-01,5.281833394124835213e-01,1.000000000000000000e+00
8.078131819641289901e-01,2.219178394031454116e-01,3.626587869653030705e-01,1.000000000000000000e+00
7.581002298282747409e-01,3.699685065518327209e-01,3.492369857200413596e-01,1.000000000000000000e+00
7.152294326631682964e-01,3.879494752348632280e-01,5.141221864604598180e-01,1.000000000000000000e+00
7.087604494322300441e-01,3.068399702196948908e-01,4.677406152020964769e-01,1.000000000000000000e+00
5.541395349181734709e-01,4.186337398958442924e-01,5.382631608903253317e-01,1.000000000000000000e+00
7.183161994303148834e-01,4.055703711642315579e-01,5.384848770842463050e-01,1.000000000000000000e+00
6.245343242856382648e-01,3.460718987565852278e-01,3.392825122940962834e-01,1.000000000000000000e+00
6.770965627727020264e-01,3.836841953162945518e-01,5.043645196247600326e-01,1.000000000000000000e+00
7.669849412448955794e-01,4.560211531532341045e-01,4.599636156186230895e-01,1.000000000000000000e+00
4.966807433837553409e-01,4.224173808235880401e-01,3.788734685147744363e-01,1.000000000000000000e+00
8.086399038785917481e-01,2.444452007004140337e-01,5.159093894768326249e-01,1.000000000000000000e+00
8.214787994315565500e-01,2.898753015907675756e-01,2.947860146832962380e-01,1.000000000000000000e+00
7.318948495799196818e-01,3.816333624180067718e-01,5.409753371204748529e-01,1.000000000000000000e+00
7.689585387700478281e-01,3.182427969051151440e-01,4.039145985369838043e-01,1.000000000000000000e+00
7.534239050886599731e-01,3.509572912657622501e-01,3.236824992419093938e-01,1.000000000000000000e+00
7.111870667944070190e-01,4.110310946322874304e-01,4.703683764923701216e-01,1.000000000000000000e+00
7.788918686491027588e-01,3.337956667415300505e-01,5.608429350588034490e-01,1.000000000000000000e+00
7.954892284511509704e-02,7.504089685757798778e-01,2.344189414162591301e-01,2.000000000000000000e+00
-3.282043534937049978e-02,8.356385109382193921e-01,2.448874313854492168e-01,2.000000000000000000e+00
-2.293833303837468363e-02,9.182911102770615619e-01,1.819003136078876648e-01,2.000000000000000000e+00
-1.500368441734631353e-02,7.913867729696120179e-01,2.163047379895870204e-01,2.000000000000000000e+00
1.367514793508099458e-01,8.234193189820933068e-01,2.340522484740631959e-01,2.000000000000000000e+00
1.023551706877207923e-01,7.901899902112006213e-01,7.215401322301739917e-02,2.000000000000000000e+00
1.877002681850369059e-01,7.193034542082935578e-01,2.158588270598443826e-01,2.000000000000000000e+00
2.652687702957322036e-01,6.768296256196558724e-01,1.656875704805657323e-01,2.000000000000000000e+00
-2.389647366902780679e-03,6.222961192766331973e-01,1.174011102700265458e-01,2.000000000000000000e+00
1.583195055624762038e-01,8.257759909849560209e-01,9.965408367121106337e-02,2.000000000000000000e+00
2.004481071050880636e-01,6.607171443829924495e-01,1.313187880605802826e-01,2.000000000000000000e+00
1.556247290818701945e-01,8.074909321554369912e-01,2.439762257759229280e-01,2.000000000000000000e+00
7.381364394619235880e-02,7.847446089131051572e-01,1.045479233151690029e-01,2.000000000000000000e+00
-5.300608901973050124e-02,5.716430628325228636e-01,1.863479252030229294e-01,2.000000000000000000e+00
1.722198981700969744e-01,7.465078265311689831e-01,1.022169810489798047e-01,2.000000000000000000e+00
2.962829839063117754e-02,7.163527352417161653e-01,2.124254173921026612e-01,2.000000000000000000e+00
5.955192888872447299e-02,7.717805512914961419e-01,1.805959274729337649e-01,2.000000000000000000e+00
1.337548220898433782e-01,8.033371161244756697e-01,1.728971508993154549e-02,2.000000000000000000e+00
5.478207352969611393e-02,7.449376000860126190e-01,2.061887227444769988e-01,2.000000000000000000e+00
-7.086873463804355122e-02,7.759620188765693483e-01,8.771667654006726211e-02,2.000000000000000000e+00
5.555284780719442483e-02,7.747045240019151402e-01,1.540649367422344540e-01,2.000000000000000000e+00
-1.371091677905368622e-02,5.768013392227528957e-01,1.033868924133078543e-01,2.000000000000000000e+00
1.235517258723745487e-01,7.717769537651399947e-01,2.498492806620588036e-01,2.000000000000000000e+00
-9.830398715521188047e-02,7.607467943372174801e-01,1.627847796310395445e-01,2.000000000000000000e+00
-7.950913498637840471e-02,6.371539834792571133e-01,1.809662588515758008e-01,2.000000000000000000e+00
8.958400911560833457e-02,7.063832211773914960e-01,7.009352119879273812e-02,2.000000000000000000e+00
1.563228244907570730e-01,6.368118060714296202e-01,7.779674378567731641e-02,2.000000000000000000e+00
-3.973670654770179722e-02,7.319373802214076408e-01,1.446340800770326562e-01,2.000000000000000000e+00
2.398383671938980610e-03,7.647217819843342701e-01,1.661665944325598221e-01,2.000000000000000000e+00
5.548826342765796060e-02,7.370840582397458762e-01,1.358306944441704800e-01,2.000000000000000000e+00
1.185592278898075502e-01,6.387972818015067444e-01,2.206211108780681829e-01,2.000000000000000000e+00
4.029326875105211647e-02,8.797085290702885141e-01,2.000947988510655973e-01,2.000000000000000000e+00
1.778837282441081691e-01,7.455466197061939582e-01,1.035057621329379118e-01,2.000000000000000000e+00
3.845075737664675058e-02,7.883879899500813027e-01,2.100987010048298576e-01,2.000000000000000000e+00
4.427628860720207726e-02,7.217887483924907421e-01,6.300899747975373388e-02,2.000000000000000000e+00
1.162938115404251460e-01,6.743283221880331801e-01,2.669397496309934281e-01,2.000000000000000000e+00
1.254612619091784176e-01,6.653309265807114681e-01,2.574016792337276982e-01,2.000000000000000000e+00
-5.080978110806225190e-03,7.071279630013488360e-01,1.300963625117063371e-01,2.000000000000000000e+00
7.926247388057125476e-02,6.179062541477050585e-01,1.624629370947954232e-01,2.000000000000000000e+00
2.005120704241868806e-02,8.455741367122576735e-01,2.335293895396103048e-01,2.000000000000000000e+00
8.642945765898563115e-02,7.272775173743296628e-01,2.349365484334764720e-01,2.000000000000000000e+00
8.031280461165704598e-02,7.076757043062588126e-01,1.540211424345206137e-01,2.000000000000000000e+00
-3.101156777944799603e-02,7.968277470832656473e-01,1.033149002108732506e-01,2.000000000000000000e+00
8.977869134332640277e-02,7.254614221208692815e-01,2.046933136580169066e-01,2.000000000000000000e+00
-6.816643823077414566e-02,7.498726445668685292e-01,1.158810247011223538e-01,2.000000000000000000e+00
8.589988010424350062e-02,6.578146566937801420e-01,1.965953904710729394e-01,2.000000000000000000e+00
2.133539093709852230e-01,6.206634464582917454e-01,1.900546287641387277e-01,2.000000000000000000e+00
1.000282167931745014e-01,6.469890828922406634e-01,1.764838043903144693e-01,2.000000000000000000e+00
2.037620901194275858e-02,7.966219082111825056e-01,1.744648993269188320e-01,2.000000000000000000e+00
1.421975107553760109e-01,6.846849332147829648e-01,3.322883984346843289e-01,2.000000000000000000e+00
1.565540917582611824e-01,7.598730511920958053e-01,1.410007981386877662e-01,2.000000000000000000e+00
3.081432064183450836e-02,6.973611415544220815e-01,1.099123520402885135e-01,2.000000000000000000e+00
-1.164515642871662149e-02,7.650420898439267425e-01,1.529637049896972467e-01,2.000000000000000000e+00
-9.440623182563859239e-02,6.734624008361659309e-01,1.103813852906689597e-01,2.000000000000000000e+00
8.749502947472631575e-02,7.640542964012326799e-01,9.337052504709456024e-02,2.000000000000000000e+00
1.067330937808654012e-01,7.497700418298546277e-01,1.771279848281893388e-01,2.000000000000000000e+00
2.770043203629127260e-03,7.128516026648777926e-01,3.303266797527412701e-01,2.000000000000000000e+00
6.470339286495346842e-03,7.846973528320297930e-01,2.036145355956909542e-01,2.000000000000000000e+00
3.142871604828802873e-02,6.745654706565823444e-01,3.105443911656590172e-01,2.000000000000000000e+00
1.040140175909328168e-01,7.220031062173600800e-01,1.555689221300541603e-01,2.000000000000000000e+00
1.449143096730643454e-01,8.783239800106076300e-01,1.649063047279916427e-01,2.000000000000000000e+00
1.204898697451554090e-01,6.763421583658203451e-01,1.682681525262884614e-01,2.000000000000000000e+00
1.284697694793200395e-01,7.330036447689012302e-01,2.325316614044978247e-01,2.000000000000000000e+00
-6.348462294311760234e-02,6.668895303040803801e-01,1.521837152937077775e-01,2.000000000000000000e+00
9.575465330357202376e-02,8.469514861704076081e-01,2.271301142526007399e-01,2.000000000000000000e+00
7.464454771924809717e-02,8.513868757797775633e-01,2.453500813130700675e-01,2.000000000000000000e+00
-1.469589563105953844e-02,6.833547024922853597e-01,1.695983064008497743e-01,2.000000000000000000e+00
1.127556094295254774e-01,7.816765183806958506e-01,1.232771363366646084e-01,2.000000000000000000e+00
-4.617055352588904371e-02,7.871920106085499302e-01,1.918634083160141446e-01,2.000000000000000000e+00
1.281260339571875240e-01,7.003986319441888320e-01,2.045701140376669502e-01,2.000000000000000000e+00
-9.919805802139053386e-03,8.469151115603400504e-01,1.361437057771376080e-01,2.000000000000000000e+00
3.636662393112795322e-02,7.230586451131086889e-01,1.700221638504610666e-01,2.000000000000000000e+00
2.217318176246513978e-02,8.269372612110452714e-01,2.326858299353179726e-01,2.000000000000000000e+00
-4.128971622245661277e-02,8.016080076879752436e-01,1.325849792971492691e-01,2.000000000000000000e+00
1.812486561487190728e-02,7.824978459351148441e-01,2.118306480244719625e-01,2.000000000000000000e+00
1.347687275794811901e-01,7.566050484966339029e-01,2.114241817107060384e-01,2.000000000000000000e+00
1.237311851345569147e-01,8.575554010175852060e-01,1.563744191005396467e-01,2.000000000000000000e+00
1.288423517779489491e-01,8.602502700814611547e-01,8.531378688191801341e-02,2.000000000000000000e+00
6.078596904834152048e-02,7.484474536857806948e-01,3.947268232410670041e-01,2.000000000000000000e+00
1.998177502780820736e-02,7.424552362170434572e-01,2.146878653031952522e-01,2.000000000000000000e+00
2.161115302361128754e-01,7.898417912517273765e-01,1.102935147033646951e-01,2.000000000000000000e+00
1.881708016699455144e-01,8.135847098847176495e-01,8.286874889801015831e-02,2.000000000000000000e+00
2.751283043712144383e-01,7.654479317290331375e-01,8.355681106573625838e-02,2.000000000000000000e+00
1.808921354075999910e-02,7.340210297179861065e-01,1.536100261321434735e-01,2.000000000000000000e+00
1.375037789739737559e-01,8.486223318087411371e-01,2.240786220757943759e-01,2.000000000000000000e+00
1.618326976610784396e-01,8.691242823537898010e-01,1.700853777415959056e-01,2.000000000000000000e+00
-7.367086460569889639e-02,-5.040539819243937680e-01,1.079381128144273200e-01,3.000000000000000000e+00
-6.259256956330723487e-02,-4.044475824966576871e-01,1.504957415868274917e-01,3.000000000000000000e+00
-1.383771036096600737e-01,-5.553358032762126806e-01,1.810461891900109477e-01,3.000000000000000000e+00
-1.746847031204839529e-01,-5.738018732831662305e-01,1.156218494570760286e-01,3.000000000000000000e+00
-2.377553325207542451e-02,-3.330042267393709676e-01,9.910067601410105231e-02,3.000000000000000000e+00
-6.838596411006955811e-02,-4.368013236360797635e-01,1.445855426236420660e-01,3.000000000000000000e+00
-4.679779791417475188e-03,-3.835320552344055334e-01,2.177870656649443792e-01,3.000000000000000000e+00
-9.874426351128798296e-03,-3.345774013782257805e-01,1.571398115262971351e-01,3.000000000000000000e+00
-2.009495765531471023e-01,-3.481232032545266142e-01,2.291324245450369612e-01,3.000000000000000000e+00
1.196114358703752878e-01,-4.109553707656585786e-01,3.073749940372593192e-01,3.000000000000000000e+00
-4.810289238732247397e-02,-3.925121972007226123e-01,2.637322349330433746e-01,3.000000000000000000e+00
-1.061792190025776517e-01,-4.248836005399717619e-01,2.006981999852936183e-01,3.000000000000000000e+00
-7.812088535707673032e-02,-5.219322188169920329e-01,8.959468862835308356e-02,3.000000000000000000e+00
-1.946494642246797413e-01,-4.639903610171817183e-01,4.934630568351383584e-02,3.000000000000000000e+00
-1.712897148295040306e-01,-5.513347626026035009e-01,1.788181230348136752e-01,3.000000000000000000e+00
3.029815731565167758e-02,-5.643033248518435352e-01,2.119630202703264299e-01,3.000000000000000000e+00
