F0,F1,F2,F3,F4,F5
-2.127545028189029852e-01,6.708894751665430700e-01,-6.040142457381593444e-02,2.570455589088954662e-01,-1.644971039974275073e-01,1.000000000000000000e+00
-9.368737264806861753e-02,6.526528061905196854e-01,1.016650350826720228e-01,6.226685803086789983e-02,-6.767016799128491855e-02,1.000000000000000000e+00
-2.015037054974993247e-01,6.714923496884203091e-01,7.360845104736768452e-02,3.573410111714245968e-02,-2.002515551740753352e-01,1.000000000000000000e+00
-2.758936988661857548e-01,6.630551547671925672e-01,-7.740411563968305209e-03,8.424999631129016786e-02,-1.244229645298408626e-02,1.000000000000000000e+00
-2.110111561431769200e-01,5.702879054530675118e-01,6.334326448114577235e-02,-5.313560661787455897e-02,-1.693684206133844461e-01,1.000000000000000000e+00
-2.689069007709901094e-01,6.464205246242513692e-01,-2.617392582101200904e-02,5.058751816258882927e-02,-1.410872276258270941e-01,1.000000000000000000e+00
-2.407375770730982856e-01,7.464384139043280797e-01,2.106773292284868371e-01,8.156976065495438744e-03,-1.213960232664665212e-01,1.000000000000000000e+00
-7.099112408054331080e-02,6.391948514156033934e-01,5.586464399545852666e-02,2.170925215839810130e-01,-2.473858662997624469e-01,1.000000000000000000e+00
-2.203062153163165560e-01,5.228623398890254181e-01,1.294538821972997522e-01,-1.147222500794624345e-01,-1.444792884848306314e-01,1.000000000000000000e+00
-1.810190312476749330e-01,6.171775246492554601e-01,8.972017133643636622e-02,1.790072460483654315e-01,-6.450150478428487433e-02,1.000000000000000000e+00
-4.828544224274902708e-02,5.881435350960672048e-01,1.309728083704794210e-01,-4.191161939147702853e-02,-1.233150381622816899e-01,1.000000000000000000e+00
-1.500836826500642762e-01,6.753929119532329217e-01,7.327296451873582805e-02,-3.661226030662725894e-02,-2.504408097527615618e-01,1.000000000000000000e+00
-2.215430704895627323e-01,6.943327747223728696e-01,-5.247826462630211797e-02,2.233682421816774177e-01,-2.197368513356199038e-01,1.000000000000000000e+00
-1.346158957829413916e-01,6.857819509622228304e-01,-3.437495481257876739e-02,7.352703599533121082e-02,-7.984922422692813937e-02,1.000000000000000000e+00
-7.778022269335137240e-02,6.962782685048485298e-01,-1.891168996260826074e-01,8.012799211533835897e-02,-4.833184914291446810e-02,1.000000000000000000e+00
-1.167915094939190879e-01,7.479759905771261597e-01,-1.183946097916102613e-01,1.313924728051768520e-02,-1.761396846857772314e-01,1.000000000000000000e+00
-4.805836351285455721e-02,5.053680983223196588e-01,1.103669676761932367e-01,1.496047179215934803e-02,-9.665038957323263125e-02,1.000000000000000000e+00
-2.157031231046990516e-01,8.339679140808959890e-01,2.024243153875002893e-02,-3.667560664196618803e-02,-1.429781929293241216e-01,1.000000000000000000e+00
-2.989308110005225450e-01,5.619522563655402481e-01,-3.350470809644220949e-03,1.465181481959541565e-01,-5.975041862493796208e-02,1.000000000000000000e+00
-2.924935169152617087e-01,6.021278258803330896e-01,2.303324229903099263e-01,-1.864345411060910895e-02,-3.870967792795913798e-02,1.000000000000000000e+00
-8.311824132305845048e-02,6.591074387226566467e-01,1.687336561420779146e-01,9.394175997532369649e-02,-1.170053914849503995e-01,1.000000000000000000e+00
-7.175779797228246104e-02,6.091264029931641177e-01,3.778537518964575348e-02,9.553606130043099109e-02,-1.373098215155829915e-01,1.000000000000000000e+00
-1.380254847144146702e-01,6.151450379453534678e-01,-3.594511595824370631e-02,2.780106425657584424e-02,-1.469919342536667173e-01,1.000000000000000000e+00
-2.635164508956299168e-01,6.633546287825228260e-01,1.085760656823262227e-01,-3.538553834472749071e-02,-8.381942011295850925e-02,1.000000000000000000e+00
-9.901991584792604884e-02,6.779015544422990480e-01,1.122597092125194873e-01,1.947859754448388048e-01,-2.729602310886356520e-01,1.000000000000000000e+00
-3.764843541318152464e-01,5.310072562740373314e-01,5.794647992092329114e-02,8.978912855227390299e-02,-8.260216688815874564e-02,1.000000000000000000e+00
-5.174817676008713896e-01,7.083935107094939676e-01,-3.471956525152644635e-02,1.059770897059886252e-03,-1.293986347650857571e-01,1.000000000000000000e+00
-1.461428397014532254e-01,6.945393336357789105e-01,7.189722201540646451e-02,2.613567489795696336e-02,7.264646743556832376e-02,1.000000000000000000e+00
-2.434397009291700276e-01,6.408717883778937141e-01,-4.483022207095342659e-02,1.393065527718846952e-01,-1.391249345785107172e-01,1.000000000000000000e+00
-1.528095603758189147e-01,7.148714321773514957e-01,5.924853492854799397e-02,1.733680937253938292e-01,-1.405474138613620194e-01,1.000000000000000000e+00
-2.299906152642789414e-01,7.096883045802194756e-01,-7.071230575233829196e-02,5.404182812526439617e-02,-1.682783314987422174e-01,1.000000000000000000e+00
-7.487704397606048667e-02,6.889894994996227373e-01,-5.065991518278223360e-02,1.271054117464361921e-01,-1.210135941200773529e-01,1.000000000000000000e+00
-1.166212231729633203e-01,5.401727144561344618e-01,2.339353011371794189e-01,2.570181437752366849e-01,-4.050086229548388594e-03,1.000000000000000000e+00
-1.985869629700320327e-01,6.359433053518229739e-01,1.051703864454384685e-01,1.163788252792198052e-01,-2.358567877834682469e-01,1.000000000000000000e+00
-1.259324007842063109e-01,6.726697166882609213e-01,2.336952869326992463e-02,1.607533822877089125e-01,-2.133927423872713225e-01,1.000000000000000000e+00
-2.775056331574860535e-01,6.269664008996674864e-01,8.414903749734634064e-02,7.275421294514199111e-02,-5.528676970467502616e-02,1.000000000000000000e+00
-4.516506523739787227e-01,5.685991011312551136e-01,6.847562060410816720e-05,1.210612561856046071e-01,-1.300481913216524898e-01,1.000000000000000000e+00
-2.070934187258559045e-01,6.743530649834096335e-01,-5.806594123891012371e-02,1.135958154770308481e-01,-1.653571577485477562e-01,1.000000000000000000e+00
1.056984258624453776e-01,5.324016656976013895e-01,3.849519458172662861e-02,5.466146481760895959e-02,-4.549974867478043250e-02,1.000000000000000000e+00
-2.230484188864189643e-01,5.527073071493067147e-01,1.073627673059357468e-01,6.475954137123053622e-02,-2.142809637581336579e-01,1.000000000000000000e+00
-3.489336372243592721e-01,5.678512132757318476e-01,2.302466970023519383e-02,-3.509143200336822810e-03,-1.735705705917361952e-01,1.000000000000000000e+00
-3.451956448759545548e-01,5.828390310062852020e-01,1.226486315312667191e-01,2.146094654845782934e-01,-9.014380341896843785e-02,1.000000000000000000e+00
-1.437998348395532200e-01,7.013329284652741746e-01,8.576189600345052177e-02,1.666233025424134623e-02,-1.715267761321374596e-01,1.000000000000000000e+00
-1.052627859879863848e-01,6.645875979220130514e-01,2.159304860151962241e-02,9.515385584875130087e-02,-6.654778599830941943e-02,1.000000000000000000e+00
-1.362961228567499128e-01,4.705054998358871310e-01,2.352005670730107634e-03,1.691776787834566309e-01,-1.750138996818435544e-01,1.000000000000000000e+00
-1.307223984296385644e-01,5.274028416565629263e-01,1.617281185810423016e-01,5.961600331193288999e-02,-4.140562181706944345e-02,1.000000000000000000e+00
-1.718156917719949606e-01,6.645059754067582647e-01,8.849232937374543195e-02,2.885710255115886413e-03,-1.061144776884673235e-02,1.000000000000000000e+00
-1.770382870390144747e-01,6.199179981243232440e-01,-3.647528269058560035e-02,-1.027011630836631439e-01,-1.869886727025925066e-01,1.000000000000000000e+00
-1.471201838743060597e-01,8.026472241491398041e-01,2.101935576429916561e-02,7.161584449643933203e-02,-1.664670359377223852e-01,1.000000000000000000e+00
-1.735557599454944089e-01,6.547886225534660376e-01,1.000184181844042397e-01,-2.572541634565420066e-02,-1.663661936614109771e-01,1.000000000000000000e+00
-1.797574045569897971e-01,6.402489783690449299e-01,6.316301465145023053e-02,-7.721010581819509611e-02,-1.374390314014075076e-01,1.000000000000000000e+00
-5.901863464443104501e-01,7.172972096381777796e-01,6.121774322546535280e-02,1.409083136868693464e-01,-6.331545108447705905e-02,1.000000000000000000e+00
-2.925717618769246853e-01,6.047946309024896383e-01,1.195693365399159991e-01,1.534087830064393976e-01,-2.219343630675376933e-01,1.000000000000000000e+00
-1.212054173709890548e-01,6.083266109700556923e-01,2.218639250350258954e-02,2.811726929827900595e-02,-1.799168247072012172e-01,1.000000000000000000e+00
-2.374501280562720251e-01,8.147082683675672676e-01,5.263208293591733339e-02,2.038270161178244722e-01,-1.426122757717720457e-01,1.000000000000000000e+00
-2.148601330358286543e-01,6.758363170870477221e-01,1.021779924701321507e-01,1.716841942251660924e-01,-1.562597589630475570e-01,1.000000000000000000e+00
-4.559224211541881844e-01,7.101662964045714066e-01,6.057382546862988271e-02,8.443131694373220975e-02,-2.301485922343661228e-01,1.000000000000000000e+00
-1.641152657395432701e-01,7.128443686399331680e-01,3.647899332362257441e-02,1.713201293217689325e-01,-2.302623616806954432e-01,1.000000000000000000e+00
-1.056767700974348273e-01,6.461865054133831832e-01,-1.121247664518842252e-02,1.656285850583723573e-01,-7.466375488082720169e-02,1.000000000000000000e+00
-1.482466290969614020e-01,5.818920848896033116e-01,1.087009929117172258e-01,2.616922132696750669e-01,-8.942241309697417095e-02,1.000000000000000000e+00
-1.598148782709903348e-01,7.577439316197648322e-01,-3.491398262012605780e-03,-4.320572848823631129e-03,-1.266806092677797979e-01,1.000000000000000000e+00
-3.071772970029987282e-01,5.742214209062050934e-01,-4.790758980424926483e-02,1.349033024082216536e-01,-2.504752822344278318e-01,1.000000000000000000e+00
-1.077639888149747038e-01,5.083685000754789574e-01,4.819373860692238720e-02,-6.611334048914827011e-03,-2.365149808680634957e-01,1.000000000000000000e+00
-1.722474837214507115e-01,7.476441050909389263e-01,1.045804416989257885e-02,1.948850245457908748e-02,8.719909670627412623e-02,1.000000000000000000e+00
-1.770541851419829282e-01,7.832107612146519404e-01,-5.377184880660530741e-03,9.690302009741824651e-02,-1.831888825421376654e-01,1.000000000000000000e+00
-5.228910991495254734e-01,-7.119513545222386774e-01,-2.912639361118726233e-01,-7.969174030140284692e-01,3.492162645480435534e-01,2.000000000000000000e+00
-5.819861228961660249e-01,-7.654757882364420229e-01,-2.529940007812162550e-01,-6.680729891608018223e-01,2.213568254258180268e-01,2.000000000000000000e+00
-5.651791981070649618e-01,-5.757554134717253191e-01,-3.760609975527282600e-01,-6.525167077495778178e-01,1.108372490657828224e-01,2.000000000000000000e+00
-5.490008829738760587e-01,-6.618312039758798004e-01,-2.401154800128139088e-01,-6.768026108251568029e-01,2.839311525578702700e-01,2.000000000000000000e+00
-6.215926396576847424e-01,-5.381537600977266411e-01,-4.136676529216121168e-01,-7.180374314960056292e-01,4.167157001849429165e-01,2.000000000000000000e+00
-5.029168291927941237e-01,-6.553640668210225506e-01,-3.487363634134767465e-01,-6.474010731204637992e-01,2.863129213428757258e-01,2.000000000000000000e+00
-5.334883044877359870e-01,-5.560313596161334804e-01,-2.536630083853452788e-01,-6.611283003578609652e-01,3.872783245179411415e-01,2.000000000000000000e+00
-6.064739223891844055e-01,-5.896896371791602309e-01,-4.822001312731847289e-01,-6.782534920771918774e-01,4.227839511409622331e-01,2.000000000000000000e+00
-5.868874525138716436e-01,-6.515406759993234154e-01,-1.911134924415921754e-01,-4.961729501073910420e-01,3.181488890032283523e-01,2.000000000000000000e+00
-5.886319954729009041e-01,-5.857964504821661089e-01,-2.909505215044004278e-01,-6.657241591149968274e-01,4.365870196179040263e-01,2.000000000000000000e+00
-5.114242018478769580e-01,-5.085394331700228143e-01,-4.424464467330472828e-01,-6.371971740322435185e-01,2.191953508161385011e-01,2.000000000000000000e+00
-6.858471379768089626e-01,-7.144635038261941684e-01,-4.625777071708404020e-01,-6.463616976276335135e-01,3.366174050833757314e-01,2.000000000000000000e+00
-5.344341202942892721e-01,-6.294854743431073096e-01,-3.020560366944242126e-01,-6.635347286952608670e-01,2.923720818439460301e-01,2.000000000000000000e+00
-6.490493739688985020e-01,-6.373031578632136762e-01,-3.396254339040497561e-01,-7.118045393265137744e-01,3.190637037005527588e-01,2.000000000000000000e+00
-6.205792612614716708e-01,-5.944773538237161370e-01,-2.514234302002202881e-01,-7.442375973412527213e-01,2.428904399219038446e-01,2.000000000000000000e+00
-5.157566321878366278e-01,-5.147463779887377910e-01,-3.503329422458719145e-01,-7.476620764168132593e-01,4.132228111713576180e-01,2.000000000000000000e+00
-5.141975680130399518e-01,-7.168685277244349896e-01,-3.305262918581494680e-01,-6.137249465851251085e-01,3.830008269474080018e-01,2.000000000000000000e+00
-6.392172182511841605e-01,-8.152703089674034898e-01,-3.272533795663442047e-01,-7.187000707460817761e-01,3.119562968445786511e-01,2.000000000000000000e+00
-5.316784884074903239e-01,-6.151602039929858767e-01,-2.911679665388350324e-01,-6.165830259817313141e-01,3.312491469335449579e-01,2.000000000000000000e+00
-6.157180270571379621e-01,-4.583986990091295510e-01,-4.219709350163389772e-01,-7.143090844724537813e-01,3.858958329600808423e-01,2.000000000000000000e+00
-6.716031870548559990e-01,-6.193609291890814772e-01,-2.692225522570598217e-01,-6.877983985061999483e-01,3.299069420198413871e-01,2.000000000000000000e+00
-6.031086213295011600e-01,-6.475955786350878762e-01,-4.322159136982363092e-01,-5.937221118730270364e-01,2.444143789960901425e-01,2.000000000000000000e+00
-6.414321105460119021e-01,-6.553951779518969456e-01,-3.264462064201167912e-01,-5.245952245281347848e-01,4.969419627419671137e-01,2.000000000000000000e+00
-6.514712461962921530e-01,-7.940381718269762246e-01,-3.097613510990022134e-01,-7.172965878146834173e-01,2.515506448527475847e-01,2.000000000000000000e+00
-6.149910048076356883e-01,-6.321316376963442840e-01,-3.507366042239237203e-01,-6.768941492400157856e-01,4.397596101383902667e-01,2.000000000000000000e+00
-6.174008218871993581e-01,-7.617024530668662363e-01,-3.257088052657033383e-01,-6.984959581497555137e-01,3.296368073940663113e-01,2.000000000000000000e+00
-7.478336795591222774e-01,-5.699564882327640136e-01,-3.278413748290714969e-01,-7.337960833137033845e-01,3.037081907562366734e-01,2.000000000000000000e+00
-5.098435940834126212e-01,-5.858557132606926343e-01,-3.054760277247677847e-01,-6.749278647012310062e-01,2.601513940899776167e-01,2.000000000000000000e+00
-5.949515077373079830e-01,-6.054149448211258999e-01,-3.482004882509650012e-01,-6.963836245020600391e-01,4.121190773587636302e-01,2.000000000000000000e+00
-5.882090793520401428e-01,-6.442019860385387320e-01,-2.940999287717347421e-01,-7.322223875048845532e-01,2.905225817880425776e-01,2.000000000000000000e+00
-6.640413086050793723e-01,-6.122355858927504002e-01,-3.232294688802577753e-01,-6.675919511459614819e-01,3.650408662404533988e-01,2.000000000000000000e+00
-7.005758089347017270e-01,-5.809444312804532551e-01,-4.055001856393846693e-01,-7.141214937957677256e-01,3.025962672726941194e-01,2.000000000000000000e+00
-5.952512843447771429e-01,-7.463040784564098917e-01,-2.999414545187533698e-01,-6.487107066739997707e-01,3.336427002929664987e-01,2.000000000000000000e+00
-6.538605909484762613e-01,-4.328544570668370062e-01,-3.136903753171155218e-01,-5.667127051660508785e-01,3.393132810339100081e-01,2.000000000000000000e+00
-7.057318365671525484e-01,-7.194885301286760848e-01,-2.977541658626348675e-01,-6.692643270737775874e-01,2.806259532062322370e-01,2.000000000000000000e+00
-5.990329211314412428e-01,-6.289414870219085518e-01,-4.400510549768508195e-01,-8.361262337703379011e-01,2.811606882013748532e-01,2.000000000000000000e+00
-5.281853482710726633e-01,-4.629187649105466207e-01,-2.756393751156452354e-01,-8.008885585690468378e-01,3.576896266423211790e-01,2.000000000000000000e+00
-7.979412836947237242e-01,-6.317012083155648661e-01,-3.558643922901316148e-01,-7.226684100734263039e-01,2.643925534403949174e-01,2.000000000000000000e+00
-5.836712078691201899e-01,-6.880431828726359944e-01,-3.081242615350754943e-01,-6.914888366945962650e-01,4.259280775786177253e-01,2.000000000000000000e+00
-5.179454115386512569e-01,-6.579498567161317091e-01,-2.473301803904932594e-01,-6.886508306040836080e-01,3.162241539628116160e-01,2.000000000000000000e+00
-6.431284706694152531e-01,-5.565314901017102134e-01,-4.184901610556330254e-01,-6.759020017502385125e-01,3.735917364253800166e-01,2.000000000000000000e+00
-5.471281829149231557e-01,-7.301753071067672574e-01,-2.177718109642943767e-01,-5.319300472999894946e-01,4.204205661984596887e-01,2.000000000000000000e+00
-5.997279396197788826e-01,-5.538137236410006770e-01,-4.253045793792223916e-01,-7.617050167003496242e-01,4.600305732601120967e-01,2.000000000000000000e+00
-5.706020992932498981e-01,-5.622018578058814997e-01,-3.326023315432826699e-01,-8.440735321182819551e-01,3.613796786660934401e-01,2.000000000000000000e+00
-4.683818814819087906e-01,-4.351904313602664165e-01,-3.790595457004707347e-01,-7.705103210384572909e-01,3.206830397543768973e-01,2.000000000000000000e+00
-7.108704179991036654e-01,-5.329658519605816602e-01,-2.949176209337570631e-01,-7.315685337047848069e-01,3.383425606257138840e-01,2.000000000000000000e+00
-5.990693605019341561e-01,-7.192138996613255397e-01,-3.801623707336564406e-01,-5.637372772888742389e-01,4.494777899265740562e-01,2.000000000000000000e+00
-6.724864855875752889e-01,-5.402363852561681279e-01,-3.218072753792912133e-01,-6.170397732354709897e-01,3.124704217131097916e-01,2.000000000000000000e+00
-5.821163643331405124e-01,-6.281489250196536922e-01,-3.985670042854270734e-01,-6.780220269628594032e-01,4.845127064192007449e-01,2.000000000000000000e+00
-5.286306484298028963e-01,-6.548391594759066514e-01,-5.047853384742500005e-01,-5.881202599256729613e-01,3.292566462063569177e-01,2.000000000000000000e+00
-4.752470720259145409e-01,-6.982161790642447130e-01,-3.060408882550376686e-01,-4.657947201210772548e-01,1.624130359663870371e-01,2.000000000000000000e+00
-7.019513637393886007e-01,-6.805681818902798996e-01,-3.507044687497793412e-01,-6.762952392923089473e-01,9.454728145088026059e-02,2.000000000000000000e+00
-6.588938818825226251e-01,-5.212671798836228110e-01,-3.643327514317513116e-01,-5.225158342062302674e-01,3.365851684885964867e-01,2.000000000000000000e+00
-6.192975997663521248e-01,-7.323508134251534019e-01,-3.769950113745548781e-01,-8.315939057316976690e-01,3.737514216710359216e-01,2.000000000000000000e+00
-6.171230969597126803e-01,-5.814500665242511301e-01,-3.654826703987904546e-01,-7.127937221820150882e-01,3.157737919803335069e-01,2.000000000000000000e+00
-5.798379224867973303e-01,-5.529521418784543174e-01,-3.037947467687219794e-01,-6.611145359331891402e-01,3.940590611266743815e-01,2.000000000000000000e+00
-5.195615382144130878e-01,-6.142446253841948867e-01,-3.735540503223024333e-01,-6.623529651462026768e-01,3.321181615555829914e-01,2.000000000000000000e+00
-6.273745391167129259e-01,-6.887522856779154656e-01,-1.595032167960285241e-01,-6.436014582255603633e-01,4.467249662367027696e-01,2.000000000000000000e+00
-5.934042055278930805e-01,-6.576400250203580100e-01,-3.656133096342761291e-01,-7.560809808069733906e-01,3.511192107087267589e-01,2.000000000000000000e+00
-5.486161609051457555e-01,-7.090427488778320297e-01,-3.078129402834099970e-01,-7.696228353528926647e-01,3.577646334899750036e-01,2.000000000000000000e+00
-5.941012048369112009e-01,-7.166776885038325107e-01,-1.833703860196694291e-01,-5.937438510957238069e-01,3.615800750715431056e-01,2.000000000000000000e+00
-6.463071326789557869e-01,-5.856651527495166931e-01,-3.358907016608674301e-01,-6.241003317088740232e-01,5.225172759895495567e-01,2.000000000000000000e+00
-5.232021205620528415e-01,-4.662679414293725566e-01,-2.917699372388906087e-01,-6.357866121241415591e-01,3.590801971395193859e-01,2.000000000000000000e+00
-5.810205671752461942e-01,-6.830510965004283896e-01,-3.365829169815169331e-01,-7.525377029867940104e-01,2.224096483749998798e-01,2.000000000000000000e+00
-5.915065566659890584e-01,-6.522356171862110363e-01,-1.997541564414417603e-01,-5.764944006588763603e-01,1.980722431144945062e-01,2.000000000000000000e+00
-5.475429946167557071e-01,-5.869888203293770479e-01,-3.458961243802316510e-01,-8.182748424187458181e-01,2.889722273937525010e-01,2.000000000000000000e+00
-6.447858188989495920e-01,-7.151352612083672344e-01,-2.504204516561868710e-01,-6.595491678552780623e-01,2.657987912112712570e-01,2.000000000000000000e+00
-6.256349429047519672e-01,-6.042145868353101523e-01,-4.190525466963471724e-01,-5.822057365399627704e-01,4.024207903151305055e-01,2.000000000000000000e+00
-6.415156128394917667e-01,-7.131104321323250561e-01,-3.696737826961659645e-01,-7.119329209554461357e-01,4.684910561885292646e-01,2.000000000000000000e+00
-5.656482529450665986e-01,-5.898069663362965898e-01,-1.959226383855550702e-01,-4.935713033168673269e-01,3.600493776440351068e-01,2.000000000000000000e+00
-7.356081649740181527e-01,-6.076918280665694061e-01,-2.886529988862893692e-01,-8.476952432145659078e-01,2.563579057598647237e-01,2.000000000000000000e+00
-6.046370155178630856e-01,-6.360062916703378422e-01,-3.665926731853764720e-01,-5.597722890715642885e-01,3.066764046025748369e-01,2.000000000000000000e+00
-5.712640680330455245e-01,-7.537725264538341907e-01,-3.769720845979247503e-01,-6.105777147860111942e-01,1.351133998251315416e-01,2.000000000000000000e+00
-5.775050427489106797e-01,-6.082143835031036394e-01,-2.441704945975292085e-01,-7.557194221732934647e-01,3.427115012921448933e-01,2.000000000000000000e+00
-6.235086161861700393e-01,-7.214610846070997896e-01,-3.932931420147954826e-01,-8.475939157467214935e-01,2.841291356723051886e-01,2.000000000000000000e+00
-6.644083881649696099e-01,-5.807585157055745739e-01,-3.336980493832495953e-01,-6.716660718982148115e-01,4.130745007697035898e-01,2.000000000000000000e+00
-6.762022333354307246e-01,-6.310612414202952936e-01,-2.688645731075517964e-01,-7.149060036204233359e-01,3.423313106859983690e-01,2.000000000000000000e+00
-6.193947592798069168e-01,-6.028888727799871505e-01,-2.872838696302434935e-01,-7.681824361771767418e-01,3.082394398130547941e-01,2.000000000000000000e+00
-5.825810193419138638e-01,-7.062776009990741066e-01,-3.874455863381732756e-01,-7.521037741355933726e-01,3.349930637511302489e-01,2.000000000000000000e+00
-5.896843251514028994e-01,-5.377754207868851166e-01,-2.230273681033685396e-01,-5.691508776031870553e-01,2.188811593495035845e-01,2.000000000000000000e+00
-6.795924438341984786e-01,-6.805995025521098807e-01,-2.529636794919062903e-01,-6.284130536297489744e-01,2.743687135877566075e-01,2.000000000000000000e+00
-5.776069360529666463e-01,-6.371179924770222769e-01,-3.786427408977992570e-01,-6.004536948179608480e-01,2.482411969281062558e-01,2.000000000000000000e+00
-4.788872516567867499e-01,-5.765107929450511426e-01,-2.496935324424564562e-01,-8.342956369578968800e-01,5.182976146412434648e-01,2.000000000000000000e+00
-4.802417879521407307e-01,-7.531826866519267805e-01,-3.323663404292535595e-01,-6.437479868157296448e-01,3.176601696065138869e-01,2.000000000000000000e+00
-6.938494228566471911e-01,-6.448701254112212400e-01,-3.685562328575359703e-01,-6.575882430705897175e-01,4.723638590332250864e-01,2.000000000000000000e+00
-5.328323646304936601e-01,-7.088111222001902689e-01,-2.637351177332664109e-01,-7.278308642093525016e-01,2.775551093316765416e-01,2.000000000000000000e+00
-6.268249480461629553e-01,-7.072917496716476515e-01,-3.409637109661706744e-01,-8.042091132479530780e-01,1.779161442182401742e-01,2.000000000000000000e+00
-5.888474411287919486e-01,-5.240374475981635083e-01,-3.309018540869343994e-01,-5.622747267060026477e-01,1.726333831319409595e-01,2.000000000000000000e+00
-6.330600445612084570e-01,-7.224223012723968163e-01,-4.292062964489192778e-01,-6.580187532379543347e-01,2.286365964641845494e-01,2.000000000000000000e+00
-6.651779978018654838e-01,-5.440995816944438346e-01,-2.959511109102773707e-01,-8.713898774203308051e-01,3.079049905924952646e-01,2.000000000000000000e+00
-5.462951368272540575e-01,-6.267026430505566736e-01,-3.421227565964742867e-01,-6.607017168588225076e-01,2.542402234470755307e-01,2.000000000000000000e+00
-5.338653714333723155e-01,-5.451020571128468717e-01,-2.089095361833912812e-01,-6.453470187564237515e-01,2.388671080650631717e-01,2.000000000000000000e+00
-5.080978442805177409e-01,-6.768957119642665665e-01,-3.955678478907988516e-01,-7.809912756168463366e-01,3.766186857760975282e-01,2.000000000000000000e+00
-5.423043342181819160e-01,-6.568018738990317740e-01,-3.301528345259097663e-01,-7.123732865617998788e-01,5.020474815494819776e-01,2.000000000000000000e+00
-5.535272832821256372e-01,-7.296153568670530332e-01,-3.922128890842346283e-01,-6.726953368625371299e-01,1.782030279610397616e-01,2.000000000000000000e+00
-6.363278564677219418e-01,-5.398109168802553981e-01,-2.985170257370697855e-01,-7.357609994773020023e-01,3.225918080528757947e-01,2.000000000000000000e+00
-5.475802307200319241e-01,-7.934259261346268133e-01,-3.669599211204512268e-01,-6.510655986917550653e-01,4.736703190290111332e-01,2.000000000000000000e+00
-5.398392452409337405e-01,-7.068501060264844593e-01,-4.107379964654029880e-01,-5.615818768922504756e-01,2.870883522702264434e-01,2.000000000000000000e+00
-6.402142452013861451e-01,-4.462478573412850258e-01,-3.961779817381466673e-01,-8.710563769829322567e-01,2.912066492784225469e-01,2.000000000000000000e+00
-6.246613403840043377e-01,-4.282383581711868281e-01,-3.081536169953630333e-01,-7.084685004184841928e-01,3.624404432764326001e-01,2.000000000000000000e+00
-6.394539120059424819e-01,-5.039855496618844688e-01,-1.568541876017510994e-01,-8.076928056228562802e-01,3.179512419133700418e-01,2.000000000000000000e+00
-6.009804341331977939e-01,-4.266880010580474947e-01,-3.763603739661881553e-01,-7.230537907910881135e-01,4.695461351592589705e-01,2.000000000000000000e+00
-6.227827849364349078e-01,-5.899778699833964080e-01,-2.876353535444737264e-01,-6.324281211328967034e-01,5.922644133886632023e-01,2.000000000000000000e+00
-5.763706361797580335e-01,-6.184306674152433292e-01,-3.798612069998654750e-01,-7.793389890154513999e-01,3.620110500855128199e-01,2.000000000000000000e+00
-5.917954685191115782e-01,-6.943503190452043894e-01,-2.861870331987890204e-01,-6.763926806244981993e-01,3.774912706518537830e-01,2.000000000000000000e+00
-6.522596588236084791e-01,-4.950457382396087347e-01,-2.926751777234525842e-01,-6.188477041003827006e-01,2.766861846580610518e-01,2.000000000000000000e+00
-4.964676654260206656e-01,-6.060384875852842246e-01,-1.541907510794530145e-01,-6.934914833157805880e-01,2.234169854672538036e-01,2.000000000000000000e+00
-4.967542237856256149e-01,-4.267565809093978313e-01,-2.342927108376539613e-01,-6.852902238418669967e-01,2.711354478353409370e-01,2.000000000000000000e+00
-5.716620461985897350e-01,-6.124263928566402448e-01,-2.146021350719464760e-01,-7.299310386401894890e-01,2.746368713297102637e-01,2.000000000000000000e+00
-5.840360944324838322e-01,-5.472129911722497519e-01,-4.008511016802844829e-01,-6.098018269889934340e-01,3.434779188581361109e-01,2.000000000000000000e+00
-5.512296074847061744e-01,-5.236199717134137899e-01,-3.909199080837905127e-01,-8.256785287763781511e-01,3.291686479887754868e-01,2.000000000000000000e+00
-4.333465853147895341e-01,-4.880625944629615187e-01,-3.003675901437836693e-01,-7.159470353281093269e-01,2.958771917926352191e-01,2.000000000000000000e+00
-5.844772382520684317e-01,-6.434838578981372237e-01,-4.071887560624117275e-01,-6.985340856822349620e-01,2.657395334602011827e-01,2.000000000000000000e+00
-6.096329097436575806e-01,-5.948411087535360187e-01,-1.667070280926643833e-01,-7.679179188866961381e-01,1.611365407594522459e-01,2.000000000000000000e+00
-5.973032936298018347e-01,-7.035068534539730134e-01,-3.296360084669097135e-01,-5.480701940105136005e-01,1.624005846739202952e-01,2.000000000000000000e+00
-6.541301065538128734e-01,-5.170765699273918159e-01,-2.818763736729192337e-01,-5.542766881800600398e-01,3.732503375336405638e-01,2.000000000000000000e+00
-6.185927669091131342e-01,-5.398109932262664667e-01,-3.319502558469638598e-01,-4.839356430885417559e-01,3.316740666074581845e-01,2.000000000000000000e+00
-6.684718855947844318e-01,-6.378268492794745281e-01,-3.394043123517736515e-01,-6.041758618782915313e-01,2.089181588455153726e-01,2.000000000000000000e+00
-5.874289691363232535e-01,-6.288041490581349757e-01,-5.130541459188713294e-01,-7.111335998405781123e-01,3.536222969338869704e-01,2.000000000000000000e+00
-6.438691434638781352e-01,-5.790295905235817164e-01,-4.723613660114820423e-01,-5.925438975657804086e-01,2.439449587800544827e-01,2.000000000000000000e+00
